sps,test,model,run,PA,score,Cutoff,Sensitivity,Specificity
Aton,FAR,ANN,RUN5,PA1,0.961,972,85.166,98.428
Aton,SR,ANN,RUN5,PA1,0.961,972,85.166,98.428
Aton,ACCURACY,ANN,RUN5,PA1,0.969,608,98.155,96.32
Aton,BIAS,ANN,RUN5,PA1,0.996,854,94.17,97.524
Aton,POD,ANN,RUN5,PA1,0.999,7,100,0
Aton,CSI,ANN,RUN5,PA1,0.908,608,98.155,96.32
Aton,ETS,ANN,RUN5,PA1,0.867,608,98.155,96.32
Aton,KAPPA,SRE,RUN5,PA1,0.905,495,89.594,98.896
Aton,TSS,SRE,RUN5,PA1,0.885,495,89.594,98.896
Aton,ROC,SRE,RUN5,PA1,0.942,NA,NA,NA
Aton,FAR,SRE,RUN5,PA1,0.974,495,89.594,98.896
Aton,SR,SRE,RUN5,PA1,0.974,495,89.594,98.896
Aton,ACCURACY,SRE,RUN5,PA1,0.96,495,89.594,98.896
Aton,BIAS,SRE,RUN5,PA1,0.92,495,89.594,98.896
Aton,POD,SRE,RUN5,PA1,0.896,495,89.594,98.896
Aton,CSI,SRE,RUN5,PA1,0.875,495,89.594,98.896
Aton,ETS,SRE,RUN5,PA1,0.826,495,89.594,98.896
Aton,KAPPA,RF,RUN5,PA1,0.983,546,99.041,99.398
Aton,TSS,RF,RUN5,PA1,0.985,445,99.188,99.264
Aton,ROC,RF,RUN5,PA1,0.999,NA,NA,NA
Aton,FAR,RF,RUN5,PA1,0.995,990,97.417,99.766
Aton,SR,RF,RUN5,PA1,0.995,990,97.417,99.766
Aton,ACCURACY,RF,RUN5,PA1,0.993,849,98.672,99.565
Aton,BIAS,RF,RUN5,PA1,1,687,98.745,99.431
Aton,POD,RF,RUN5,PA1,0.999,1,100,0
Aton,CSI,RF,RUN5,PA1,0.977,546,99.041,99.398
Aton,ETS,RF,RUN5,PA1,0.967,546,99.041,99.398
Bsch,KAPPA,GLM,RUN1,PA1,0.961,459,99.282,96.753
Bsch,TSS,GLM,RUN1,PA1,0.96,459,99.282,96.753
Bsch,ROC,GLM,RUN1,PA1,0.995,NA,NA,NA
Bsch,FAR,GLM,RUN1,PA1,0.989,975,88.936,98.918
Bsch,SR,GLM,RUN1,PA1,0.989,975,88.936,98.918
Bsch,ACCURACY,GLM,RUN1,PA1,0.981,459,99.282,96.753
Bsch,BIAS,GLM,RUN1,PA1,0.999,836,97.65,97.547
Bsch,POD,GLM,RUN1,PA1,1,7,100,93.579
Bsch,CSI,GLM,RUN1,PA1,0.964,459,99.282,96.753
Bsch,ETS,GLM,RUN1,PA1,0.926,459,99.282,96.753
Bsch,KAPPA,ANN,RUN1,PA1,0.955,512,98.792,96.645
Bsch,TSS,ANN,RUN1,PA1,0.954,512,98.792,96.645
Bsch,ROC,ANN,RUN1,PA1,0.996,NA,NA,NA
Bsch,FAR,ANN,RUN1,PA1,0.993,980,89.295,99.315
Bsch,SR,ANN,RUN1,PA1,0.993,980,89.295,99.315
Bsch,ACCURACY,ANN,RUN1,PA1,0.978,507,98.792,96.645
Bsch,BIAS,ANN,RUN1,PA1,1,821,97.617,97.367
Bsch,POD,ANN,RUN1,PA1,1,4,100,0
Bsch,CSI,ANN,RUN1,PA1,0.959,502,98.825,96.609
Bsch,ETS,ANN,RUN1,PA1,0.914,512,98.792,96.645
Bsch,KAPPA,SRE,RUN1,PA1,0.864,495,87.924,99.026
Bsch,TSS,SRE,RUN1,PA1,0.87,495,87.924,99.026
Bsch,ROC,SRE,RUN1,PA1,0.935,NA,NA,NA
Bsch,FAR,SRE,RUN1,PA1,0.99,495,87.924,99.026
Bsch,SR,SRE,RUN1,PA1,0.99,495,87.924,99.026
Bsch,ACCURACY,SRE,RUN1,PA1,0.932,495,87.924,99.026
Bsch,BIAS,SRE,RUN1,PA1,0.888,495,87.924,99.026
Bsch,POD,SRE,RUN1,PA1,0.879,495,87.924,99.026
Bsch,CSI,SRE,RUN1,PA1,0.872,495,87.924,99.026
Bsch,ETS,SRE,RUN1,PA1,0.761,495,87.924,99.026
Bsch,KAPPA,RF,RUN1,PA1,0.988,575,99.608,99.206
Bsch,TSS,RF,RUN1,PA1,0.988,575,99.608,99.206
Bsch,ROC,RF,RUN1,PA1,0.999,NA,NA,NA
Bsch,FAR,RF,RUN1,PA1,0.998,989,98.14,99.784
Bsch,SR,RF,RUN1,PA1,0.998,989,98.14,99.784
Bsch,ACCURACY,RF,RUN1,PA1,0.994,525,99.641,99.17
Bsch,BIAS,RF,RUN1,PA1,1,686,99.445,99.351
Bsch,POD,RF,RUN1,PA1,1,0,100,0
Bsch,CSI,RF,RUN1,PA1,0.989,283,99.804,98.918
Bsch,ETS,RF,RUN1,PA1,0.977,575,99.608,99.206
Bsch,KAPPA,GLM,RUN2,PA1,0.961,389,99.478,96.501
Bsch,TSS,GLM,RUN2,PA1,0.96,389,99.478,96.501
Bsch,ROC,GLM,RUN2,PA1,0.993,NA,NA,NA
Bsch,FAR,GLM,RUN2,PA1,0.985,975,89.98,98.485
Bsch,SR,GLM,RUN2,PA1,0.985,975,89.98,98.485
Bsch,ACCURACY,GLM,RUN2,PA1,0.981,389,99.478,96.501
Bsch,BIAS,GLM,RUN2,PA1,1,846,97.748,97.475
Bsch,POD,GLM,RUN2,PA1,1,2,100,0
Bsch,CSI,GLM,RUN2,PA1,0.964,389,99.478,96.501
Bsch,ETS,GLM,RUN2,PA1,0.925,389,99.478,96.501
Bsch,KAPPA,ANN,RUN2,PA1,0.96,197,99.282,96.645
Bsch,TSS,ANN,RUN2,PA1,0.96,510,98.695,97.258
Bsch,ROC,ANN,RUN2,PA1,0.993,NA,NA,NA
Bsch,FAR,ANN,RUN2,PA1,0.985,977,95.104,98.341
Bsch,SR,ANN,RUN2,PA1,0.985,977,95.104,98.341
Bsch,ACCURACY,ANN,RUN2,PA1,0.98,197,99.282,96.645
Bsch,BIAS,ANN,RUN2,PA1,1,888,97.911,97.691
Bsch,POD,ANN,RUN2,PA1,1,3,100,0
Bsch,CSI,ANN,RUN2,PA1,0.964,197,99.282,96.645
Bsch,ETS,ANN,RUN2,PA1,0.924,197,99.282,96.645
Bsch,KAPPA,SRE,RUN2,PA1,0.881,495,89.752,98.737
Bsch,TSS,SRE,RUN2,PA1,0.885,495,89.752,98.737
Bsch,ROC,SRE,RUN2,PA1,0.942,NA,NA,NA
Bsch,FAR,SRE,RUN2,PA1,0.987,495,89.752,98.737
Bsch,SR,SRE,RUN2,PA1,0.987,495,89.752,98.737
Bsch,ACCURACY,SRE,RUN2,PA1,0.94,495,89.752,98.737
Bsch,BIAS,SRE,RUN2,PA1,0.909,495,89.752,98.737
Bsch,POD,SRE,RUN2,PA1,0.898,495,89.752,98.737
Bsch,CSI,SRE,RUN2,PA1,0.887,495,89.752,98.737
Bsch,ETS,SRE,RUN2,PA1,0.787,495,89.752,98.737
Bsch,KAPPA,RF,RUN2,PA1,0.985,419,99.674,98.773
Bsch,TSS,RF,RUN2,PA1,0.984,419,99.674,98.773
Bsch,ROC,RF,RUN2,PA1,0.999,NA,NA,NA
Bsch,FAR,RF,RUN2,PA1,0.997,989,98.14,99.639
Bsch,SR,RF,RUN2,PA1,0.997,989,98.14,99.639
Bsch,ACCURACY,RF,RUN2,PA1,0.992,419,99.674,98.773
Bsch,BIAS,RF,RUN2,PA1,1,727,99.184,99.098
Bsch,POD,RF,RUN2,PA1,1,0,100,0
Bsch,CSI,RF,RUN2,PA1,0.986,419,99.674,98.773
Bsch,ETS,RF,RUN2,PA1,0.97,419,99.674,98.773
Bsch,KAPPA,GLM,RUN3,PA1,0.962,439,99.38,96.717
Bsch,TSS,GLM,RUN3,PA1,0.961,439,99.38,96.717
Bsch,ROC,GLM,RUN3,PA1,0.994,NA,NA,NA
Bsch,FAR,GLM,RUN3,PA1,0.988,975,89.948,98.737
Bsch,SR,GLM,RUN3,PA1,0.988,975,89.948,98.737
Bsch,ACCURACY,GLM,RUN3,PA1,0.981,419,99.413,96.681
Bsch,BIAS,GLM,RUN3,PA1,0.999,846,98.107,97.439
Bsch,POD,GLM,RUN3,PA1,1,2,100,0
Bsch,CSI,GLM,RUN3,PA1,0.965,364,99.445,96.645
Bsch,ETS,GLM,RUN3,PA1,0.927,439,99.38,96.717
Bsch,KAPPA,ANN,RUN3,PA1,0.945,436,99.608,94.697
Bsch,TSS,ANN,RUN3,PA1,0.943,436,99.608,94.697
Bsch,ROC,ANN,RUN3,PA1,0.995,NA,NA,NA
Bsch,FAR,ANN,RUN3,PA1,0.991,979,91.221,99.062
Bsch,SR,ANN,RUN3,PA1,0.991,979,91.221,99.062
Bsch,ACCURACY,ANN,RUN3,PA1,0.973,376,99.706,94.589
Bsch,BIAS,ANN,RUN3,PA1,0.988,610,96.149,97.042
Bsch,POD,ANN,RUN3,PA1,1,2,100,0
Bsch,CSI,ANN,RUN3,PA1,0.951,366,99.706,94.589
Bsch,ETS,ANN,RUN3,PA1,0.896,436,99.608,94.697
Bsch,KAPPA,SRE,RUN3,PA1,0.884,495,89.98,98.882
Bsch,TSS,SRE,RUN3,PA1,0.889,495,89.98,98.882
Bsch,ROC,SRE,RUN3,PA1,0.944,NA,NA,NA
Bsch,FAR,SRE,RUN3,PA1,0.989,495,89.98,98.882
Bsch,SR,SRE,RUN3,PA1,0.989,495,89.98,98.882
Bsch,ACCURACY,SRE,RUN3,PA1,0.942,495,89.98,98.882
Bsch,BIAS,SRE,RUN3,PA1,0.91,495,89.98,98.882
Bsch,POD,SRE,RUN3,PA1,0.9,495,89.98,98.882
Bsch,CSI,SRE,RUN3,PA1,0.891,495,89.98,98.882
Bsch,ETS,SRE,RUN3,PA1,0.793,495,89.98,98.882
Bsch,KAPPA,RF,RUN3,PA1,0.988,727,99.543,99.206
Bsch,TSS,RF,RUN3,PA1,0.987,727,99.543,99.206
Bsch,ROC,RF,RUN3,PA1,0.999,NA,NA,NA
Bsch,FAR,RF,RUN3,PA1,0.998,989,98.401,99.784
Bsch,SR,RF,RUN3,PA1,0.998,989,98.401,99.784
Bsch,ACCURACY,RF,RUN3,PA1,0.994,727,99.543,99.206
Bsch,BIAS,RF,RUN3,PA1,1,827,99.347,99.242
Bsch,POD,RF,RUN3,PA1,1,0,100,0
Bsch,CSI,RF,RUN3,PA1,0.988,727,99.543,99.206
Bsch,ETS,RF,RUN3,PA1,0.976,727,99.543,99.206
Bsch,KAPPA,GLM,RUN4,PA1,0.96,439,99.38,96.465
Bsch,TSS,GLM,RUN4,PA1,0.959,752,98.956,96.898
Bsch,ROC,GLM,RUN4,PA1,0.993,NA,NA,NA
Bsch,FAR,GLM,RUN4,PA1,0.987,975,90.764,98.629
Bsch,SR,GLM,RUN4,PA1,0.987,975,90.764,98.629
Bsch,ACCURACY,GLM,RUN4,PA1,0.98,439,99.38,96.465
Bsch,BIAS,GLM,RUN4,PA1,1,856,97.552,97.294
Bsch,POD,GLM,RUN4,PA1,0.999,2,100,0
Bsch,CSI,GLM,RUN4,PA1,0.963,439,99.38,96.465
Bsch,ETS,GLM,RUN4,PA1,0.923,439,99.38,96.465
Bsch,KAPPA,ANN,RUN4,PA1,0.962,586,98.695,97.439
Bsch,TSS,ANN,RUN4,PA1,0.961,586,98.695,97.439
Bsch,ROC,ANN,RUN4,PA1,0.995,NA,NA,NA
Bsch,FAR,ANN,RUN4,PA1,0.988,979,94.582,98.665
Bsch,SR,ANN,RUN4,PA1,0.988,979,94.582,98.665
Bsch,ACCURACY,ANN,RUN4,PA1,0.981,586,98.695,97.439
Bsch,BIAS,ANN,RUN4,PA1,0.999,820,97.911,97.835
Bsch,POD,ANN,RUN4,PA1,0.999,3,100,0
Bsch,CSI,ANN,RUN4,PA1,0.965,586,98.695,97.439
Bsch,ETS,ANN,RUN4,PA1,0.926,586,98.695,97.439
Bsch,KAPPA,SRE,RUN4,PA1,0.887,495,90.372,98.773
Bsch,TSS,SRE,RUN4,PA1,0.891,495,90.372,98.773
Bsch,ROC,SRE,RUN4,PA1,0.946,NA,NA,NA
Bsch,FAR,SRE,RUN4,PA1,0.988,495,90.372,98.773
Bsch,SR,SRE,RUN4,PA1,0.988,495,90.372,98.773
Bsch,ACCURACY,SRE,RUN4,PA1,0.944,495,90.372,98.773
Bsch,BIAS,SRE,RUN4,PA1,0.915,495,90.372,98.773
Bsch,POD,SRE,RUN4,PA1,0.904,495,90.372,98.773
Bsch,CSI,SRE,RUN4,PA1,0.894,495,90.372,98.773
Bsch,ETS,SRE,RUN4,PA1,0.798,495,90.372,98.773
Bsch,KAPPA,RF,RUN4,PA1,0.985,283,99.804,98.665
Bsch,TSS,RF,RUN4,PA1,0.985,283,99.804,98.665
Bsch,ROC,RF,RUN4,PA1,0.999,NA,NA,NA
Bsch,FAR,RF,RUN4,PA1,0.996,989,98.466,99.603
Bsch,SR,RF,RUN4,PA1,0.996,989,98.466,99.603
Bsch,ACCURACY,RF,RUN4,PA1,0.993,283,99.804,98.665
Bsch,BIAS,RF,RUN4,PA1,1,797,99.184,99.098
Bsch,POD,RF,RUN4,PA1,1,0,100,0
Bsch,CSI,RF,RUN4,PA1,0.986,283,99.804,98.665
Bsch,ETS,RF,RUN4,PA1,0.971,283,99.804,98.665
Bsch,KAPPA,GLM,RUN5,PA1,0.967,340,99.478,97.078
Bsch,TSS,GLM,RUN5,PA1,0.966,340,99.478,97.078
Bsch,ROC,GLM,RUN5,PA1,0.995,NA,NA,NA
Bsch,FAR,GLM,RUN5,PA1,0.991,975,90.535,99.098
Bsch,SR,GLM,RUN5,PA1,0.991,975,90.535,99.098
Bsch,ACCURACY,GLM,RUN5,PA1,0.983,340,99.478,97.078
Bsch,BIAS,GLM,RUN5,PA1,0.999,856,98.27,97.872
Bsch,POD,GLM,RUN5,PA1,0.999,3,100,0
Bsch,CSI,GLM,RUN5,PA1,0.969,340,99.478,97.078
Bsch,ETS,GLM,RUN5,PA1,0.935,340,99.478,97.078
Bsch,KAPPA,ANN,RUN5,PA1,0.967,482,99.249,97.367
Bsch,TSS,ANN,RUN5,PA1,0.966,482,99.249,97.367
Bsch,ROC,ANN,RUN5,PA1,0.995,NA,NA,NA
Bsch,FAR,ANN,RUN5,PA1,0.993,980,90.698,99.242
Bsch,SR,ANN,RUN5,PA1,0.993,980,90.698,99.242
Bsch,ACCURACY,ANN,RUN5,PA1,0.984,482,99.249,97.367
Bsch,BIAS,ANN,RUN5,PA1,1,855,98.27,98.088
Bsch,POD,ANN,RUN5,PA1,1,3,100,0
Bsch,CSI,ANN,RUN5,PA1,0.969,482,99.249,97.367
Bsch,ETS,ANN,RUN5,PA1,0.936,482,99.249,97.367
Bsch,KAPPA,SRE,RUN5,PA1,0.883,495,89.654,99.062
Bsch,TSS,SRE,RUN5,PA1,0.887,495,89.654,99.062
Bsch,ROC,SRE,RUN5,PA1,0.944,NA,NA,NA
Bsch,FAR,SRE,RUN5,PA1,0.991,495,89.654,99.062
Bsch,SR,SRE,RUN5,PA1,0.991,495,89.654,99.062
Bsch,ACCURACY,SRE,RUN5,PA1,0.941,495,89.654,99.062
Bsch,BIAS,SRE,RUN5,PA1,0.905,495,89.654,99.062
Bsch,POD,SRE,RUN5,PA1,0.897,495,89.654,99.062
Bsch,CSI,SRE,RUN5,PA1,0.889,495,89.654,99.062
Bsch,ETS,SRE,RUN5,PA1,0.79,495,89.654,99.062
Bsch,KAPPA,RF,RUN5,PA1,0.987,328,99.641,99.026
Bsch,TSS,RF,RUN5,PA1,0.987,328,99.641,99.026
Bsch,ROC,RF,RUN5,PA1,0.999,NA,NA,NA
Bsch,FAR,RF,RUN5,PA1,0.996,989,98.368,99.603
Bsch,SR,RF,RUN5,PA1,0.996,989,98.368,99.603
Bsch,ACCURACY,RF,RUN5,PA1,0.993,323,99.641,99.026
Bsch,BIAS,RF,RUN5,PA1,1,600,99.282,99.17
Bsch,POD,RF,RUN5,PA1,1,0,100,0
Bsch,CSI,RF,RUN5,PA1,0.988,242,99.739,98.918
Bsch,ETS,RF,RUN5,PA1,0.974,328,99.641,99.026
Bvio,KAPPA,GLM,RUN1,PA1,0.965,950,98.765,98.92
Bvio,TSS,GLM,RUN1,PA1,0.983,880,99.691,98.56
Bvio,ROC,GLM,RUN1,PA1,0.997,NA,NA,NA
Bvio,FAR,GLM,RUN1,PA1,0.965,980,95.679,99.172
Bvio,SR,GLM,RUN1,PA1,0.965,980,95.679,99.172
Bvio,ACCURACY,GLM,RUN1,PA1,0.989,955,98.765,98.992
Bvio,BIAS,GLM,RUN1,PA1,0.995,970,96.605,99.1
Bvio,POD,GLM,RUN1,PA1,0.998,286,99.846,97.876
Bvio,CSI,GLM,RUN1,PA1,0.945,950,98.765,98.92
Bvio,ETS,GLM,RUN1,PA1,0.933,950,98.765,98.92
Bvio,KAPPA,ANN,RUN1,PA1,0.971,954,98.148,99.316
Bvio,TSS,ANN,RUN1,PA1,0.983,793,99.537,98.74
Bvio,ROC,ANN,RUN1,PA1,0.998,NA,NA,NA
Bvio,FAR,ANN,RUN1,PA1,0.976,984,93.981,99.46
Bvio,SR,ANN,RUN1,PA1,0.976,984,93.981,99.46
Bvio,ACCURACY,ANN,RUN1,PA1,0.991,959,98.148,99.352
Bvio,BIAS,ANN,RUN1,PA1,0.997,974,97.068,99.388
Bvio,POD,ANN,RUN1,PA1,1,56,100,98.164
Bvio,CSI,ANN,RUN1,PA1,0.954,954,98.148,99.316
