sps,test,model,score,Cutoff,Sensitivity,Specificity
Gpol,SR,ANN,0.95,951,43,99.06
Gpol,SR,RF,0.99,990,86.76,99.47
Gpol,SR,GAM,0.93,958,35.34,98.89
Gpol,ACCURACY,GLM,0.86,582,81.93,87.4
Gpol,ACCURACY,ANN,0.91,681,87.88,92.22
Gpol,ACCURACY,RF,0.97,616,95.67,98.22
Gpol,ACCURACY,GAM,0.9,669,85.26,92.32
Gpol,BIAS,GLM,0.91,599,80.67,87.73
Gpol,BIAS,ANN,1,739,84.66,93.41
Gpol,BIAS,RF,1,597,95.57,98.1
Gpol,BIAS,GAM,1,706,83.66,92.81
Gpol,POD,GLM,0.93,210,92.72,32.95
Gpol,POD,ANN,1,29,100,6.25
Gpol,POD,RF,1,3,100,0
Gpol,POD,GAM,1,23,100,0
Gpol,CSI,GLM,0.64,503,85.05,85.94
Gpol,CSI,ANN,0.75,574,90.01,91.18
Gpol,CSI,RF,0.92,482,96.5,97.86
Gpol,CSI,GAM,0.73,497,90.57,89.86
Gpol,ETS,GLM,0.52,520,84.61,86.2
Gpol,ETS,ANN,0.65,574,90.01,91.18
Gpol,ETS,RF,0.89,482,96.5,97.86
Gpol,ETS,GAM,0.63,506,90.34,89.99
Htri,KAPPA,GLM,0.96,838,98.2,97.71
Htri,KAPPA,ANN,0.97,632,98.08,98.47
Htri,KAPPA,RF,0.98,502,99.4,99.05
Htri,KAPPA,GAM,0.97,824,98.41,98.36
Htri,TSS,GLM,0.96,838,98.2,97.71
Htri,TSS,ANN,0.97,651,98,98.55
Htri,TSS,RF,0.98,502,99.4,99.05
Htri,TSS,GAM,0.97,824,98.41,98.36
Htri,ROC,GLM,0.99,NA,NA,NA
Htri,ROC,ANN,0.99,NA,NA,NA
Htri,ROC,RF,1,NA,NA,NA
Htri,ROC,GAM,1,NA,NA,NA
Htri,FAR,GLM,0.99,976,83.43,99.36
Htri,FAR,ANN,0.99,975,94.25,99.03
Htri,FAR,RF,1,987,97.78,99.57
Htri,FAR,GAM,0.99,977,91.92,99.26
Htri,SR,GLM,0.99,976,83.43,99.36
Htri,SR,ANN,0.99,975,94.25,99.03
Htri,SR,RF,1,987,97.78,99.57
Htri,SR,GAM,0.99,977,91.92,99.26
Htri,ACCURACY,GLM,0.98,835,98.2,97.7
Htri,ACCURACY,ANN,0.98,632,98.08,98.47
Htri,ACCURACY,RF,0.99,501,99.4,99.05
Htri,ACCURACY,GAM,0.98,816,98.43,98.33
Htri,BIAS,GLM,1,849,97.97,97.76
Htri,BIAS,ANN,1,385,98.21,98.02
Htri,BIAS,RF,1,624,99.14,99.07
Htri,BIAS,GAM,1,782,98.39,98.24
Htri,POD,GLM,0.99,6,100,0
Htri,POD,ANN,1,11,100,0
Htri,POD,RF,1,1,100,0
Htri,POD,GAM,1,7,100,0
Htri,CSI,GLM,0.96,831,98.24,97.66
Htri,CSI,ANN,0.97,632,98.08,98.47
Htri,CSI,RF,0.99,500,99.4,99.05
Htri,CSI,GAM,0.97,802,98.46,98.3
Htri,ETS,GLM,0.92,838,98.2,97.71
Htri,ETS,ANN,0.93,632,98.08,98.47
Htri,ETS,RF,0.97,502,99.4,99.05
Htri,ETS,GAM,0.94,824,98.41,98.36
Llit,KAPPA,GLM,0.98,591,99.3,98.21
Llit,KAPPA,ANN,0.98,299,99.53,98.18
Llit,KAPPA,RF,0.99,613,99.78,99.26
Llit,KAPPA,GAM,0.98,167,99.68,98.02
Llit,TSS,GLM,0.98,793,99.04,98.55
Llit,TSS,ANN,0.98,433,99.34,98.44
Llit,TSS,RF,0.99,613,99.78,99.26
Llit,TSS,GAM,0.98,327,99.52,98.2
Llit,ROC,GLM,1,NA,NA,NA
Llit,ROC,ANN,0.99,NA,NA,NA
Llit,ROC,RF,1,NA,NA,NA
Llit,ROC,GAM,1,NA,NA,NA
Llit,FAR,GLM,1,976,91.06,99.29
Llit,FAR,ANN,1,979,91.74,99.18
Llit,FAR,RF,1,984,99.04,99.56
Llit,FAR,GAM,1,979,92.4,99.29
Llit,SR,GLM,1,976,91.06,99.29
Llit,SR,ANN,1,979,91.74,99.18
Llit,SR,RF,1,984,99.04,99.56
Llit,SR,GAM,1,979,92.4,99.29
Llit,ACCURACY,GLM,0.99,552,99.36,98.11
Llit,ACCURACY,ANN,0.99,288,99.53,98.18
Llit,ACCURACY,RF,1,541,99.8,99.22
Llit,ACCURACY,GAM,0.99,122,99.7,97.97
Llit,BIAS,GLM,1,784,99.02,98.4
Llit,BIAS,ANN,1,601,99.09,98.51
Llit,BIAS,RF,1,832,99.62,99.36
Llit,BIAS,GAM,1,709,99.09,98.5
Llit,POD,GLM,1,2,100,0
Llit,POD,ANN,1,3,100,0
Llit,POD,RF,1,0,100,0
Llit,POD,GAM,1,5,99.97,19.52
Llit,CSI,GLM,0.98,528,99.39,98.08
Llit,CSI,ANN,0.98,284,99.53,98.18
Llit,CSI,RF,0.99,465,99.83,99.18
Llit,CSI,GAM,0.98,101,99.74,97.92
Llit,ETS,GLM,0.95,591,99.3,98.21
Llit,ETS,ANN,0.96,299,99.53,98.18
Llit,ETS,RF,0.98,613,99.78,99.26
Llit,ETS,GAM,0.96,167,99.68,98.02
Mare,KAPPA,GLM,0.97,418,99.32,97.32
Mare,KAPPA,ANN,0.98,508,99.34,98.04
Mare,KAPPA,RF,0.98,517,99.5,98.74
Mare,KAPPA,GAM,0.97,728,98.94,98.11
Mare,TSS,GLM,0.97,660,98.95,97.78
Mare,TSS,ANN,0.97,561,99.25,98.14
Mare,TSS,RF,0.98,618,99.41,98.86
Mare,TSS,GAM,0.97,850,98.69,98.4
Mare,ROC,GLM,1,NA,NA,NA
Mare,ROC,ANN,1,NA,NA,NA
Mare,ROC,RF,1,NA,NA,NA
Mare,ROC,GAM,1,NA,NA,NA
Mare,FAR,GLM,0.99,979,95.08,98.98
Mare,FAR,ANN,0.99,983,93.55,99.3
Mare,FAR,RF,1,987,97.99,99.52
Mare,FAR,GAM,0.99,980,93.94,99.03
Mare,SR,GLM,0.99,979,95.08,98.98
Mare,SR,ANN,0.99,983,93.55,99.3
Mare,SR,RF,1,987,97.99,99.52
Mare,SR,GAM,0.99,980,93.94,99.03
Mare,ACCURACY,GLM,0.98,406,99.34,97.28
Mare,ACCURACY,ANN,0.99,506,99.35,98.03
Mare,ACCURACY,RF,0.99,466,99.55,98.68
Mare,ACCURACY,GAM,0.99,728,98.94,98.11
Mare,BIAS,GLM,1,883,98.55,98.08
Mare,BIAS,ANN,1,804,98.84,98.41
Mare,BIAS,RF,1,737,99.22,98.96
Mare,BIAS,GAM,1,881,98.67,98.26
Mare,POD,GLM,1,5,99.98,18.97
Mare,POD,ANN,1,3,100,0
Mare,POD,RF,1,0,100,0
Mare,POD,GAM,1,5,99.98,19.14
Mare,CSI,GLM,0.97,283,99.48,97.1
Mare,CSI,ANN,0.98,505,99.35,98.03
Mare,CSI,RF,0.99,434,99.58,98.63
Mare,CSI,GAM,0.98,728,98.94,98.11
Mare,ETS,GLM,0.94,418,99.32,97.32
Mare,ETS,ANN,0.95,508,99.34,98.04
Mare,ETS,RF,0.97,517,99.5,98.74
Mare,ETS,GAM,0.94,728,98.94,98.11
Mlei,KAPPA,GLM,0.96,962,97.09,99.24
Mlei,KAPPA,ANN,0.96,692,98.9,98.79
Mlei,KAPPA,RF,0.98,244,99.32,99.37
Mlei,KAPPA,GAM,0.97,846,97.57,99.33
Mlei,TSS,GLM,0.96,819,97.57,98.94
Mlei,TSS,ANN,0.98,552,99.41,98.61
Mlei,TSS,RF,0.99,169,99.75,99.14
Mlei,TSS,GAM,0.98,433,99.66,98.51
Mlei,ROC,GLM,1,NA,NA,NA
Mlei,ROC,ANN,0.99,NA,NA,NA
Mlei,ROC,RF,1,NA,NA,NA
Mlei,ROC,GAM,1,NA,NA,NA
Mlei,FAR,GLM,0.97,976,91.88,99.33
Mlei,FAR,ANN,0.97,981,96.3,99.21
Mlei,FAR,RF,0.99,983,96.61,99.7
Mlei,FAR,GAM,0.98,981,96.08,99.53
Mlei,SR,GLM,0.97,976,91.88,99.33
Mlei,SR,ANN,0.97,981,96.3,99.21
Mlei,SR,RF,0.99,983,96.61,99.7
Mlei,SR,GAM,0.98,981,96.08,99.53
Mlei,ACCURACY,GLM,0.99,965,97.04,99.25
Mlei,ACCURACY,ANN,0.99,750,98.65,98.85
Mlei,ACCURACY,RF,0.99,245,99.32,99.38
Mlei,ACCURACY,GAM,0.99,865,97.43,99.35
Mlei,BIAS,GLM,1,950,96.93,99.19
Mlei,BIAS,ANN,0.99,944,97.04,99.11
Mlei,BIAS,RF,1,564,97.91,99.47
Mlei,BIAS,GAM,1,863,97.21,99.33
Mlei,POD,GLM,1,17,99.83,83.81
Mlei,POD,ANN,1,143,99.92,39.42
Mlei,POD,RF,1,27,99.92,95.4
Mlei,POD,GAM,1,71,99.86,58.25
Mlei,CSI,GLM,0.94,962,97.09,99.24
Mlei,CSI,ANN,0.94,692,98.9,98.79
Mlei,CSI,RF,0.97,244,99.32,99.37
Mlei,CSI,GAM,0.95,846,97.57,99.33
Mlei,ETS,GLM,0.93,962,97.09,99.24
Mlei,ETS,ANN,0.93,692,98.9,98.79
Mlei,ETS,RF,0.96,244,99.32,99.37
Mlei,ETS,GAM,0.94,846,97.57,99.33
Mman,KAPPA,GLM,0.9,861,94.64,96.81
Mman,KAPPA,ANN,0.94,856,96.69,98.46
Mman,KAPPA,RF,0.98,390,99.1,99.24
Mman,KAPPA,GAM,0.96,892,98.4,98.69
Mman,TSS,GLM,0.93,586,97.69,95.4
Mman,TSS,ANN,0.96,538,97.84,97.83
Mman,TSS,RF,0.98,296,99.25,99.16
Mman,TSS,GAM,0.98,619,99.27,98.28
Mman,ROC,GLM,0.99,NA,NA,NA
Mman,ROC,ANN,0.99,NA,NA,NA
Mman,ROC,RF,1,NA,NA,NA
Mman,ROC,GAM,1,NA,NA,NA
Mman,FAR,GLM,0.96,964,61.88,99.12
Mman,FAR,ANN,0.96,979,91.98,98.92
Mman,FAR,RF,0.99,985,96.29,99.78
Mman,FAR,GAM,0.98,979,93.73,99.32
Mman,SR,GLM,0.96,964,61.88,99.12
Mman,SR,ANN,0.96,979,91.98,98.92
Mman,SR,RF,0.99,985,96.29,99.78
Mman,SR,GAM,0.98,979,93.73,99.32
Mman,ACCURACY,GLM,0.96,888,93.31,97.1
Mman,ACCURACY,ANN,0.98,895,96.47,98.53
Mman,ACCURACY,RF,0.99,556,98.6,99.39
Mman,ACCURACY,GAM,0.99,893,98.4,98.69
Mman,BIAS,GLM,1,918,91.8,97.47
Mman,BIAS,ANN,1,893,95.86,98.57
Mman,BIAS,RF,1,716,98.02,99.43
Mman,BIAS,GAM,1,957,96.67,98.95
Mman,POD,GLM,1,14,100,0
Mman,POD,ANN,0.99,18,99.55,19.06
Mman,POD,RF,1,2,100,19.39
Mman,POD,GAM,1,3,100,0
Mman,CSI,GLM,0.85,861,94.64,96.81
Mman,CSI,ANN,0.92,856,96.69,98.46
Mman,CSI,RF,0.97,390,99.1,99.24
Mman,CSI,GAM,0.94,892,98.4,98.69
Mman,ETS,GLM,0.81,861,94.64,96.81
Mman,ETS,ANN,0.9,856,96.69,98.46
Mman,ETS,RF,0.96,390,99.1,99.24
Mman,ETS,GAM,0.92,892,98.4,98.69
Mmem,KAPPA,GLM,0.98,917,99.3,98.95
Mmem,KAPPA,ANN,0.98,567,99.42,98.96
Mmem,KAPPA,RF,0.99,348,99.66,99.08
Mmem,KAPPA,GAM,0.98,766,99.37,98.93
Mmem,TSS,GLM,0.98,917,99.3,98.95
Mmem,TSS,ANN,0.98,567,99.42,98.96
Mmem,TSS,RF,0.99,348,99.66,99.08
Mmem,TSS,GAM,0.98,766,99.37,98.93
Mmem,ROC,GLM,1,NA,NA,NA
Mmem,ROC,ANN,1,NA,NA,NA
Mmem,ROC,RF,1,NA,NA,NA
Mmem,ROC,GAM,1,NA,NA,NA
Mmem,FAR,GLM,0.99,980,96.73,99.33
Mmem,FAR,ANN,0.99,984,96.74,99.36
Mmem,FAR,RF,1,989,98.19,99.54
Mmem,FAR,GAM,0.99,982,95.91,99.37
Mmem,SR,GLM,0.99,980,96.73,99.33
Mmem,SR,ANN,0.99,984,96.74,99.36
Mmem,SR,RF,1,989,98.19,99.54
Mmem,SR,GAM,0.99,982,95.91,99.37
Mmem,ACCURACY,GLM,0.99,914,99.32,98.93
Mmem,ACCURACY,ANN,0.99,494,99.46,98.92
Mmem,ACCURACY,RF,0.99,345,99.66,99.08
Mmem,ACCURACY,GAM,0.99,766,99.37,98.93
Mmem,BIAS,GLM,1,942,99.02,99.02
Mmem,BIAS,ANN,1,842,99.13,99.1
Mmem,BIAS,RF,1,697,99.27,99.24
Mmem,BIAS,GAM,1,859,99.03,99
Mmem,POD,GLM,1,2,100,0
Mmem,POD,ANN,1,3,100,0
Mmem,POD,RF,1,1,100,0
Mmem,POD,GAM,1,2,100,0
Mmem,CSI,GLM,0.98,905,99.35,98.9
Mmem,CSI,ANN,0.98,417,99.51,98.87
Mmem,CSI,RF,0.99,342,99.66,99.08
Mmem,CSI,GAM,0.98,766,99.37,98.93
Mmem,ETS,GLM,0.97,917,99.3,98.95
Mmem,ETS,ANN,0.97,567,99.42,98.96
Mmem,ETS,RF,0.98,348,99.66,99.08
Mmem,ETS,GAM,0.97,766,99.37,98.93
Pcam,KAPPA,GLM,0.95,891,97.45,98.26
Pcam,KAPPA,ANN,0.96,812,98.54,98.5
Pcam,KAPPA,RF,0.96,659,97.71,99.01
Pcam,KAPPA,GAM,0.95,858,98.15,98.33
Pcam,TSS,GLM,0.97,599,99.33,97.36
Pcam,TSS,ANN,0.97,613,99.17,98.05
Pcam,TSS,RF,0.97,117,99.24,98.13
Pcam,TSS,GAM,0.97,494,99.12,97.71
Pcam,ROC,GLM,1,NA,NA,NA
Pcam,ROC,ANN,1,NA,NA,NA
Pcam,ROC,RF,1,NA,NA,NA
Pcam,ROC,GAM,1,NA,NA,NA
Pcam,FAR,GLM,0.97,976,87.51,99.19
Pcam,FAR,ANN,0.98,982,86.98,99.39
Pcam,FAR,RF,0.98,988,94.04,99.54
Pcam,FAR,GAM,0.97,978,91.73,99.14
Pcam,SR,GLM,0.97,976,87.51,99.19
Pcam,SR,ANN,0.98,982,86.98,99.39
Pcam,SR,RF,0.98,988,94.04,99.54
Pcam,SR,GAM,0.97,978,91.73,99.14
Pcam,ACCURACY,GLM,0.98,891,97.45,98.26
Pcam,ACCURACY,ANN,0.99,812,98.54,98.5
Pcam,ACCURACY,RF,0.99,729,97.54,99.05
Pcam,ACCURACY,GAM,0.98,862,98.05,98.38
Pcam,BIAS,GLM,1,954,95.85,98.67
Pcam,BIAS,ANN,1,942,96.2,98.78
Pcam,BIAS,RF,1,808,97.03,99.07
Pcam,BIAS,GAM,1,952,96.22,98.73
Pcam,POD,GLM,1,3,100,18.96
Pcam,POD,ANN,1,2,100,0
Pcam,POD,RF,1,2,100,0
Pcam,POD,GAM,1,5,99.98,19.19
Pcam,CSI,GLM,0.92,891,97.45,98.26
Pcam,CSI,ANN,0.94,812,98.54,98.5
Pcam,CSI,RF,0.95,659,97.71,99.01
Pcam,CSI,GAM,0.93,858,98.15,98.33
Pcam,ETS,GLM,0.9,891,97.45,98.26
Pcam,ETS,ANN,0.92,812,98.54,98.5
Pcam,ETS,RF,0.93,659,97.71,99.01
Pcam,ETS,GAM,0.91,858,98.15,98.33
Smut,KAPPA,GLM,0.96,905,98.31,98.8
Smut,KAPPA,ANN,0.97,766,98.98,98.96
Smut,KAPPA,RF,0.98,568,98.87,99.5
Smut,KAPPA,GAM,0.96,920,97.96,98.98
Smut,TSS,GLM,0.98,581,99.39,98.29
Smut,TSS,ANN,0.98,459,99.45,98.7
Smut,TSS,RF,0.99,245,99.47,99.21
Smut,TSS,GAM,0.98,276,99.36,98.18
Smut,ROC,GLM,1,NA,NA,NA
Smut,ROC,ANN,1,NA,NA,NA
Smut,ROC,RF,1,NA,NA,NA
Smut,ROC,GAM,1,NA,NA,NA
Smut,FAR,GLM,0.97,979,91.69,99.21
Smut,FAR,ANN,0.98,982,95.14,99.35
Smut,FAR,RF,0.99,988,96.33,99.68
Smut,FAR,GAM,0.98,982,94.75,99.37
Smut,SR,GLM,0.97,979,91.69,99.21
Smut,SR,ANN,0.98,982,95.14,99.35
Smut,SR,RF,0.99,988,96.33,99.68
Smut,SR,GAM,0.98,982,94.75,99.37
Smut,ACCURACY,GLM,0.99,920,98.2,98.8
Smut,ACCURACY,ANN,0.99,808,98.78,99.01
Smut,ACCURACY,RF,0.99,568,98.87,99.5
Smut,ACCURACY,GAM,0.99,921,97.93,98.98
Smut,BIAS,GLM,1,967,96.46,98.99
Smut,BIAS,ANN,1,957,97.21,99.19
Smut,BIAS,RF,1,734,98.07,99.51
Smut,BIAS,GAM,0.99,960,96.88,99.08
Smut,POD,GLM,1,37,99.97,19.6
Smut,POD,ANN,1,54,99.86,78.19
Smut,POD,RF,1,7,99.97,39.25
Smut,POD,GAM,1,26,99.86,58.49
Smut,CSI,GLM,0.94,905,98.31,98.8
Smut,CSI,ANN,0.95,766,98.98,98.96
Smut,CSI,RF,0.97,568,98.87,99.5
Smut,CSI,GAM,0.94,920,97.96,98.98
Smut,ETS,GLM,0.92,905,98.31,98.8
Smut,ETS,ANN,0.94,766,98.98,98.96
Smut,ETS,RF,0.96,568,98.87,99.5
Smut,ETS,GAM,0.93,920,97.96,98.98
Upin,KAPPA,GLM,0.84,976,96.42,99.2
Upin,KAPPA,ANN,0.87,940,96.12,99.39
Upin,KAPPA,RF,0.93,767,95.52,99.78
Upin,KAPPA,GAM,0.9,966,95.82,99.61
Upin,TSS,GLM,0.97,610,98.81,79.04
Upin,TSS,ANN,0.97,317,97.91,99.16
Upin,TSS,RF,0.99,36,99.7,98.92
Upin,TSS,GAM,0.97,272,98.81,39.83
Upin,ROC,GLM,0.99,NA,NA,NA
Upin,ROC,ANN,0.99,NA,NA,NA
Upin,ROC,RF,1,NA,NA,NA
Upin,ROC,GAM,0.99,NA,NA,NA
Upin,FAR,GLM,0.76,982,92.54,99.28
Upin,FAR,ANN,0.79,980,95.22,99.4
Upin,FAR,RF,0.92,940,93.73,99.81
Upin,FAR,GAM,0.86,975,95.22,99.62
Upin,SR,GLM,0.76,982,92.54,99.28
Upin,SR,ANN,0.79,980,95.22,99.4
Upin,SR,RF,0.92,940,93.73,99.81
Upin,SR,GAM,0.86,975,95.22,99.62
Upin,ACCURACY,GLM,0.99,977,96.12,99.21
Upin,ACCURACY,ANN,0.99,940,96.12,99.39
Upin,ACCURACY,RF,1,769,95.52,99.78
Upin,ACCURACY,GAM,1,969,95.82,99.61
Upin,BIAS,GLM,0.79,982,92.54,99.28
Upin,BIAS,ANN,0.8,982,94.93,99.4
Upin,BIAS,RF,0.98,953,93.43,99.8
Upin,BIAS,GAM,0.89,975,95.22,99.62
Upin,POD,GLM,0.99,308,98.81,78.88
Upin,POD,ANN,0.99,36,99.7,39.55
Upin,POD,RF,1,17,100,78.65
Upin,POD,GAM,0.98,160,98.81,39.81
Upin,CSI,GLM,0.73,976,96.42,99.2
Upin,CSI,ANN,0.77,940,96.12,99.39
Upin,CSI,RF,0.87,767,95.52,99.78
Upin,CSI,GAM,0.83,966,95.82,99.61
Upin,ETS,GLM,0.73,976,96.42,99.2
Upin,ETS,ANN,0.76,940,96.12,99.39
Upin,ETS,RF,0.87,767,95.52,99.78
Upin,ETS,GAM,0.82,966,95.82,99.61
